text,label,type,has_url,source,review_status,reviewer,review_note
"[Web발신]
(광고)대박축산
안녕하세요! 대박축산입니다.
드디어 대박축산이 문을 열었습니다!
작은 시작이지만, 따뜻한 미소와 감사하는 마음으로 고객분들을 맞이할 준비가 되었습니다.
개업 기념으로 첫 방문 고객분들께는 할인 및 기념품 증정 등 특별한 혜택을 드립니다!
많은 관심과 사랑 부탁드립니다! *^^*
감사합니다.
무료거부080-870-1234",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
(광고)경희한의원
건강하게 봄나기, 경희한의원과 함께 하세요!
비염관리
침구치료 1회 3만원 / 5회 12만원(20% 할인) / 10회 20만원(33%할인)
면역력 강화 집중 관리
공진환 1개월분 30개 15만원 / 3개월분 90개 38만원 + 10개 추가 증정

-25일은 원장님 일정 상 휴진합니다.
-예약 문의
전화 : 02-345-6789
카카오톡 : 경희한의원
카카오톡 플러스 친구 등록 후 추가 혜택 받으세요!!

무료거부080-555-1234",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
(광고)마장동정육
매주 수요일 소 잡는 날!
신선한 생고기 드세요!

한우육회 12,000원
한우육사시미 15,000원
한우국거리 4,500원
한우갈비살 16,800원
(100g 단위)

*한돈
목살 2,300원
삼겹살 2,500원
등갈비 2,800원
무료거부080-880-9988",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
(광고)굿모닝마트 주말특가 안내
금/토/일 단 3일간! 고객님들이 가장 사랑해주시는 인기상품들을 특별한 가격으로 만나보세요!

1. 과일/채소/정육/수산코너 최대 50% 할인
2. 라면 2+1
3. 생필품 최대 70% 할인

*일부 품목 한정수량 / 조기품절 주의!

무료거부080-123-4567",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
(광고)청구한의원
가정의 달 이벤트 <건강을 선물하세요♥>
> 공진단 3+1 세트 : 45만원
> 경옥고 3+1 세트 : 30만원

여름은 미리미리 준비해요!!
> 슬림 다이어트 패키지
한방시술 포함 5회 : 25만원 / 10회 : 45만원 / 20회 80만원

비대면 처방, 택배 발송 가능합니다.
정성을 다해 진료하여 드립니다.
무료거부080-777-3344",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
(광고)우리동네정육점
전품목 최대 30% 할인

한우 양지 100g 5,900원
한우 꽃등심 100g 9,800원

한돈 삼겹살 100g 1,980원
한돈 등심 100g 1,200원

대패 1kg 13,900원

신선하고 품질 좋은 고기만을 판매합니다.
한우 한돈으로 건강한 밥상을 차려보세요

무료거부080-800-1122",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
(광고)행복마트
이달의 특가행사 
고객님! 기다리시던 5월 빅세일이 시작되었습니다. 단 3일, 빅빅세일 절대 놓치지 마세요!

기간: 5월 16일~18일

빅세일 베스트3
1. 삼겹살/목살 100g 1,850원
2. 반값 딸기 6,900원
3. 크리넥스 화장지(30롤) 2팩 23,900원

무료거부080-333-8899",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
(광고)축산정육점
3월 3일 삼겹살데이 미친 특가!!
고기없이는 못 살아~ 돼지없이는 못 살아~~

삼겹살 100g 990원 (선착순 50명)
삼겹살 100g 1,680원
등심 / 목심 100g 1,480원
돼지갈비 / 등갈비 1kg 14,900원
수제 생돈까스 5장 / 10장 9,900원 / 18,000원

중앙시장 입구 농협 맞은편
무료거부080-222-7788",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
(광고)연세의원 2026년 국가건강검진 안내
연세의원에서는 국민건강보험공단의 국가건강검진을 진행하고 있습니다. 2026년 건강검진(짝수해) 대상자는 내원하여 꼭 검진을 받으시기 바랍니다.

연말은 검진 인원이 많아 일정이 밀릴 수 있습니다.
조기 예약으로 원활한 검진 받으시기 바랍니다.

방문 시 신분증 지참 부탁드립니다.

무료거부080-456-7890",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
"[Web발신]
가을맞이 플러스세일

본 쿠폰과 당일 3만원이상 구매시 사은품 증정

▶기간: 9.12(목) ~ 9.24(화), 13일간

▶장소:1층사은행사장

▶사은품:행주세트/밀폐용기/테이프크리너 택1 증정

사은품은 사정상 변경될 수 있습니다.",normal,정상광고프로모션,False,real_collected_v4,APPROVED,pearseona,실수집 광고성 정상 문자. 오탐 집중 구간 보강(#89)
